	id	text	misogynous	misogyny_category	target	hate	humour
2458	2518	when you re chillin and the thai food kicks in url	0	0	0	not_hate	funny
2459	2519	when your leg cramps up while you re fuckin url	0	0	0	implicit_hate	funny
2460	2520	when you re chillin and the taco bell hits you url	0	0	0	not_hate	funny
2461	2521	friend we should talk about what you did when you were drunk last night me url	0	0	0	not_hate	funny
2462	2522	my 20 vs my 30 s url	0	0	0	not_hate	funny
2463	2523	weekends vs weekdays url	0	0	0	not_hate	not_funny
2464	2524	when you got a sugar daddy and went from rags to riches url	0	0	0	not_hate	funny
2465	2525	leo after he loses again url	0	0	0	not_hate	not_funny
2466	2526	when you finally get what you deserve url	0	0	0	not_hate	funny
2467	2527	how butter faces take selfies url	0	0	0	not_hate	funny
2468	2528	when you re practicing being homeless url	0	0	0	not_hate	funny
2469	2529	if you ve never choked on a dick have you really ever had sex	0	0	0	not_hate	funny
2470	2530	when she got you caught up and you re tryna figure out how you re gonna lie your way outta this one url	0	0	0	not_hate	funny
2471	2531	when it s not your fathers birthday url	0	0	0	not_hate	funny
2472	2532	when you finally find the one url	0	0	0	not_hate	funny
2473	2533	if all of you ex s are psychotic nut jobs congratulations you have good dick my friend	0	0	0	implicit_hate	funny
2474	2534	things that seem like they could turn out okay but never do turkey bacon cutting your hair having a conversation wi	0	0	0	implicit_hate	funny
2475	2535	people with babies keep posting about how shitty they are so i always feel good about never having any	0	0	0	not_hate	funny
2476	2536	i bet a lot of people s therapists are dying to meet me just to see if the stories are true	0	0	0	not_hate	funny
2477	2537	when you think you re going on a date and she shows up with her bff and shakes your hand url	0	0	0	not_hate	funny
2478	2538	1 like 1 more facial hair url	0	0	0	not_hate	funny
2479	2539	all my friends live vicariously through my penis	0	0	0	not_hate	funny
2480	2540	when bae asks you where you wanna eat url	0	0	0	not_hate	funny
2481	2541	when you re trying your best to fit in url	0	0	0	not_hate	funny
2482	2542	when you re trying to figure out if you have enough space on your phone to make a new sex tape url	0	0	0	not_hate	funny
2483	2543	i have condoms everywhere cause i bought a value pack once and never used one of them	0	0	0	implicit_hate	funny
2484	2544	when i m trying to figure out how my dick hasn t fallen off yet url	0	0	0	not_hate	funny
2485	2545	don t sell me dreams cause i ll return them as nightmares	0	0	0	implicit_hate	not_funny
2486	2546	when you re out to eat with your girl and the waitress knows you by name url	0	0	0	not_hate	funny
2487	2547	so is caitlyn celebrating half the day or nah	0	0	0	not_hate	funny
2488	2548	when someone offers you the last piece of pizza url	0	0	0	not_hate	funny
2489	2549	when you re sneaking in after a long hard night of cheating and don t wanna wake your girl cause you re a good guy url	0	0	0	not_hate	funny
2490	2550	people why are you such an asshole me url	0	0	0	not_hate	funny
2491	2551	you didn t have a choice that things never comin off url	0	0	0	not_hate	funny
2492	2552	i hate playing never have i ever cause i have	0	0	0	not_hate	funny
2493	2553	you are vileeee	0	0	0	not_hate	not_funny
2494	2554	you just figured that out	0	0	0	not_hate	funny
2495	2555	kanye with a hint of more kanye the fuck you thought	0	0	0	not_hate	funny
2496	2556	raise your hand if you ve ever been personally victimized by carbs url	0	0	0	not_hate	funny
2497	2557	when you finally catch that cunt that s been leaving under baes pics url	0	0	0	not_hate	funny
2498	2558	when her head game is as good as she claimed it to be so you gotta smile and thank god url	0	0	0	not_hate	funny
2499	2559	when you get home from the bar and realize you have no alcohol url	0	0	0	not_hate	funny
2500	2561	you know when you re fuckin someone and you d rather be fuckin their best friend that s the worst	0	0	0	implicit_hate	funny
2501	2562	when you shaved and all he was good for was ten minutes of missionary and the choke of a child url	0	0	0	not_hate	funny
2502	2563	how keyboard gangsters feel leaving their stupid ass comments url	0	0	0	not_hate	funny
2503	2564	when you see your first pair of titties url	0	0	0	not_hate	funny
2504	2565	when you see your ex in public and they start smiling at you all weird n shit url	0	0	0	not_hate	funny
2505	2566	am i the only one that sings love songs to myself while thinking about myself	0	0	0	not_hate	funny
2506	2567	i either laugh or turn into a complete psychopath when i m mad either way no one is safe	0	0	0	implicit_hate	funny
2507	2568	my friends kids are being shitheads and they just took them upstairs to get showered guess who keeps flushing the 1st floor toilet	0	0	0	implicit_hate	funny
2508	2569	when i m trying to get my life together url	0	0	0	not_hate	funny
2509	2570	goals af url	0	0	0	not_hate	not_funny
2510	2571	it s not the walk of shame if you re shameless	0	0	0	not_hate	funny
2511	2572	it s not the walk of shame if you truly give no fucks	0	0	0	implicit_hate	funny
2512	2573	when your whole life is falling apart but you refuse to let them see you sweat url	0	0	0	not_hate	funny
2513	2574	if you hate fuckboys it s only cause you let one break your stupid little heart dumb dumb	0	0	0	explicit_hate	funny
2514	2575	how fast i catch feelings vs how fast i move on url	0	0	0	not_hate	funny
2515	2576	when you first start dating vs a year later url	0	0	0	not_hate	funny
2516	2577	when you ask her what that mouth do url	0	0	0	not_hate	funny
2517	2578	when you ve been talkin to someone for 2 weeks and they say the love you url	0	0	0	not_hate	funny
2518	2579	pro tip stop waiting for me to care it s not gonna to happen	0	0	0	not_hate	funny
2519	2581	i gotta stop drinking and meme ing	0	0	0	not_hate	funny
2520	2582	when someone announces they re unfollowing url	0	0	0	not_hate	funny
2521	2583	this is the only award i deserve in life url	0	0	0	not_hate	funny
2522	2584	introvert level expert url	0	0	0	not_hate	not_funny
2523	2585	see i would like your selfie but the way my pride is set up i d rather just look at it	0	0	0	not_hate	funny
2524	2586	when someone s talking about something other than me url	0	0	0	not_hate	funny
2525	2587	person i don t like you me url	0	0	0	not_hate	funny
2526	2588	when you win the lesbian olympics url	0	0	0	not_hate	funny
2527	2589	when you re fat but so cute that everyone loves you anyway url	0	0	0	not_hate	funny
2528	2590	when you re out to dinner but you wanna make sure they know what set you claimin url	0	0	0	not_hate	funny
2529	2591	when alcohol companies tell you to please drink responsibly url	0	0	0	not_hate	funny
2530	2592	it was deleted again working on getting it back url	0	0	0	not_hate	funny
2531	2593	you give me life url	0	0	0	not_hate	funny
2532	2594	flirting in 2016 url	0	0	0	not_hate	not_funny
2533	2595	if bios told the truth url	0	0	0	not_hate	funny
2534	2596	should be able to get it back url	0	0	0	not_hate	funny
2535	2597	when you tryna holla at a bitch and ya boy comes up talkin bout this nigga broke af and likes fingers in his ass url	0	0	0	implicit_hate	funny
2536	2598	when the pizza man is more than a minute late url	0	0	0	not_hate	funny
2537	2599	when she posts about you thinking it will get you to text her url	0	0	0	not_hate	funny
2538	2600	introducing the i m over 30 and no man wants me pillow url	0	0	0	not_hate	funny
2539	2601	boys seem to like the girls that laugh at anything unless it s their dick size	0	0	0	implicit_hate	funny
2540	2602	when you wake up and see the drunk text you sent without using textpert url	0	0	0	not_hate	funny
2541	2603	when you see what you posted online when you were blackout drunk url	0	0	0	not_hate	funny
2542	2604	when you re tryna sneak out their crib quietly in the middle of the night url	0	0	0	implicit_hate	funny
2543	2605	when you re on a first date and they start talkin about their ex url	0	0	0	not_hate	funny
2544	2606	when you re on a first date and she asks to talk to the manager url	0	0	0	not_hate	funny
2545	2607	if my life was a sandwich it would be this url	0	0	0	not_hate	funny
2546	2608	when you know you re a piece of shit and own it like a boss url	0	0	0	not_hate	funny
2547	2609	when your crush finally slides in ya dm url	0	0	0	not_hate	funny
2548	2610	when i go out for just one drink url	0	0	0	not_hate	funny
2549	2611	my man just left come o url	0	0	0	not_hate	funny
2550	2612	when someone announces that they are officially unfollowing url	0	0	0	not_hate	funny
2551	2613	me what do you bring to the table her i am the table me good lemme rest my feet on you dumbass see how dumb you sound	0	0	0	implicit_hate	funny
2552	2614	coworker good morning me url	0	0	0	not_hate	funny
2553	2615	when you finally find yourself a sugar daddy and all your dreams come true url	0	0	0	not_hate	funny
2554	2616	when you re out drinking all night vs when the bill comes url	0	0	0	not_hate	funny
2555	2617	when i think about all the people that hate me url	0	0	0	not_hate	funny
2556	2618	most people want to be loved but i thrive on being hated	0	0	0	not_hate	funny
2557	2619	the awkward moment when lexus is showing you how much crack fits in the cup holders url	0	0	0	not_hate	funny
2558	2620	true af url	0	0	0	not_hate	not_funny
2559	2621	i never smile and i hate to brag but i can say cheese without smiling too	0	0	0	not_hate	funny
2560	2622	when autocorrect just gets you url	0	0	0	not_hate	funny
2561	2623	when you have to work tomorrow and your coworker says happy friday url	0	0	0	not_hate	funny
2562	2624	when a stranger tries to talk to me url	0	0	0	not_hate	funny
2563	2625	the only thing me and donald trump have in common is how we flirt url	0	0	0	not_hate	funny
2564	2626	when the dj plays your joint and the whole crew gets lit url	0	0	0	not_hate	funny
2565	2627	always remember it s not whether you can or you can t but that nobody gives a fuck either way	0	0	0	implicit_hate	funny
2566	2628	what the 2030 air jordan s gon look like url	0	0	0	not_hate	funny
2567	2629	daaaaaaamn white people back at it again with some more stupid shit url	0	0	0	not_hate	funny
2568	2630	when someone tries to threaten me url	0	0	0	not_hate	funny
2569	2631	this is the kind of easter egg hunt i need url	0	0	0	not_hate	funny
2570	2632	please stop swapping your faces you re ugly enough as it is	0	0	0	implicit_hate	funny
2571	2633	when someone that never has any weed asks to hit the blunt url	0	0	0	not_hate	funny
2572	2634	when the whole squad is coming over for dinner url	0	0	0	not_hate	funny
2573	2635	when men leave dumb comments thinking it s gonna hurt my feelings url	0	0	0	not_hate	funny
2574	2636	do you ever rap in your whitest voice possible or is that just me	0	0	0	not_hate	funny
2575	2637	talent pissing people off by just existing	0	0	0	not_hate	funny
2576	2638	5 minutes into prison and chill and you drop the soap url	0	0	0	not_hate	funny
2577	2639	her can i stay the night me url	0	0	0	not_hate	funny
2578	2640	get a flag made and hang in front of the house	0	0	0	implicit_hate	not_funny
2579	2641	when friends find out what a sick psychopath i really am url	0	0	0	not_hate	funny
2580	2642	someone s grandmother out here tryna get shot tf up url	0	0	0	not_hate	funny
2581	2643	when your life s lit as fuck url	0	0	0	not_hate	funny
2582	2644	when he calls you princess url	0	0	0	not_hate	funny
2583	2645	her how come you never called me again after we fucked me url	0	0	0	not_hate	funny
2584	2646	it s april fools day but i clown you bitches every day imma take the day off have a good day see you tomorrow stolen fr	0	0	0	implicit_hate	funny
2585	2647	when you re livin life on the edge but safety always comes first url	0	0	0	not_hate	funny
2586	2648	talent making people think i give a shit about their stupid fucking life	0	0	0	not_hate	funny
2587	2649	when it s april fools but this isn t a joke url	0	0	0	not_hate	funny
2588	2650	i don t eat pineapple wtf do i care what my nut tastes like that s your problem not mine	0	0	0	implicit_hate	funny
2589	2651	i only nap so that the time between not drinking and drinking again comes faster	0	0	0	not_hate	funny
2590	2652	i can always tell when you re drunk cause you re lighting up twitter in the middle of the night	0	0	0	not_hate	funny
2591	2653	sure and i wear condoms url	0	0	0	not_hate	funny
2592	2654	no comment url	0	0	0	not_hate	not_funny
2593	2655	oh we re using government names now url	0	0	0	not_hate	funny
2594	2656	nah nah nah url	0	0	0	not_hate	not_funny
2595	2657	when you see one of your followers you wanna fuck on tinder url	0	0	0	not_hate	funny
2596	2658	dick still big tho url	0	0	0	not_hate	funny
2597	2659	is dm you but apparently you don t respond to me anymore url	0	0	0	not_hate	funny
2598	2660	last time i dm you url	0	0	0	not_hate	funny
2599	2661	snapchat me that pin number if it s cool	0	0	0	not_hate	funny
2600	2662	url	0	0	0	not_hate	not_funny
2601	2663	getting coffee with bae url	0	0	0	not_hate	funny
2602	2664	when i see men wearing skinny jeans url	0	0	0	not_hate	funny
2603	2665	when you bust a nut in 30 seconds url	0	0	0	not_hate	funny
2604	2666	people how long before your heart and liver give out on you from all the drinking and drugs me url	0	0	0	not_hate	funny
2605	2667	when you have good dick and cut her crazy ass off url	0	0	0	implicit_hate	funny
2606	2668	this is why i hate people url	0	0	0	not_hate	funny
2607	2669	me after the walking dead season finale url	0	0	0	not_hate	funny
2608	2670	when he cancels your dick appointment url	0	0	0	not_hate	funny
2609	2671	when your girlfriend gets a new hair cut url	0	0	0	not_hate	funny
2610	2672	when your head game is fire as fuck url	0	0	0	not_hate	funny
2611	2673	when cuffin season is finally over url	0	0	0	not_hate	funny
2612	2674	how i keep my block finger strong af url	0	0	0	not_hate	funny
2613	2675	10 minutes into free tinder dinner and chill and he gives you this look url	0	0	0	not_hate	funny
2614	2676	i wish kids were like cars once you can t afford them they come and repossess them	0	0	0	implicit_hate	funny
2615	2677	you ever open facebook and think jesus christ these fuckin idiots again cause same	0	0	0	explicit_hate	funny
2616	2678	how to cure yourself from reporting pics and pages url	0	0	0	not_hate	funny
2617	2679	pro tip copyright all your nudes and videos so when that idiot in your life thinks it s cute to post them you can sue the shit out of them	0	0	0	implicit_hate	funny
2618	2680	when she tells you she likes guys that read url	0	0	0	not_hate	funny
2619	2681	i ain t even know there was 2 fat kardashians till today url	0	0	0	not_hate	funny
2620	2682	my hobbies include teaching hard lessons	0	0	0	not_hate	funny
2621	2683	i m not the one to let people profit on my back i ll break yours and take what s mine	0	0	0	implicit_hate	funny
2622	2684	it s what i do it s who i am	0	0	0	not_hate	funny
2623	2685	this day is also known as national catch a sexual harassment charge day url	0	0	0	not_hate	not_funny
2624	2686	every one of these takes 7 minutes off your shitty relationship url	0	0	0	not_hate	funny
2625	2687	i feel like i should be featured at this camp url	0	0	0	not_hate	funny
2626	2688	when they tell you there s no wifi url	0	0	0	not_hate	funny
2627	2689	when the bartender cuts you off url	0	0	0	not_hate	funny
2628	2690	if you verbally abuse a fuckboy is it considered animal cruelty asking for a friend also can said friend end up in	0	0	0	implicit_hate	funny
2629	2691	i used to only fuck bartenders cause i have a very expensive drinking habit	0	0	0	implicit_hate	funny
2630	2692	when you ve run out of kids to pimp out and you gotta figure out what to do with your life url	0	0	0	not_hate	funny
2631	2693	when she sees your dick for the first time and it s bigger than she expected url	0	0	0	not_hate	funny
2632	2694	when someone says happy friday but you have no life and no plans for the weekend url	0	0	0	not_hate	funny
2633	2695	ffs that sounds as good as his grammar url	0	0	0	not_hate	funny
2634	2696	you don t know me yet you hate me and that s cool but guess what i don t hate you cause i would never waste my energy on a stranger	0	0	0	not_hate	funny
2635	2697	daaaaaaaaaaaaaaaamn back at it again with some more drunken tweets	0	0	0	not_hate	funny
2636	2698	oh god that s so much worse have a good evening kbye url	0	0	0	not_hate	funny
2637	2699	count on it url	0	0	0	not_hate	funny
2638	2700	charles manson out here gettin married in jail and your lame ass can t even get a text back url	0	0	0	implicit_hate	funny
2639	2701	i wonder is this is where caitlyn gets his car services url	0	0	0	not_hate	funny
2640	2702	when someone tries to take the last piece of pizza you paid for url	0	0	0	not_hate	funny
2641	2703	when you re hungover af and you realize tomorrow is monday url	0	0	0	not_hate	funny
2642	2704	what in the actual fuck url	0	0	0	not_hate	funny
2643	2705	when u act interested in a story but really ur thinkin about how u ordered pizza an hour ago and it still ain t here h	0	0	0	not_hate	funny
2644	2706	sometimes you just gotta throw a mutha fucka at another mutha fucka to let a mutha fucka know who s boss url	0	0	0	explicit_hate	funny
2645	2707	deleted again working to get it back again url	0	0	0	not_hate	funny
2646	2708	when your boy s fuckin the neighborhood hoe and y all tryna watch through a cracked door url	0	0	0	implicit_hate	funny
2647	2709	when he promised you the time of your almost over life but the viagra isn t working url	0	0	0	not_hate	funny
2648	2710	the amount of stupid people in this world really makes me consider wearing condoms i m not gonna but i be considering it	0	0	0	not_hate	funny
2649	2711	when i see my memes and tweets stolen and watermarks wiped so you can put them on your pathetic ass page url	0	0	0	not_hate	funny
2650	2712	next time i ask a chick what she wants to eat and she says i don t care this is wtf she s gettin url	0	0	0	not_hate	funny
2651	2713	when you gotta hit the block at 8 but gotta chop a tree down at 6 url	0	0	0	not_hate	funny
2652	2714	she wanna be a stingray so bad url	0	0	0	not_hate	funny
2653	2715	people that post about how blessed they are always make me wonder who they re trying to convince it ain t me i know about your coke habit	0	0	0	not_hate	funny
2654	2716	ain t that the truth url	0	0	0	not_hate	funny
2655	2717	romance isn t dead	0	0	0	not_hate	funny
2656	2718	my friends know better url	0	0	0	not_hate	funny
2657	2719	i like to tell people that i drink every night cause i can t sleep but at this point it s just a blatant lie cause i ve been tired for years	0	0	0	not_hate	funny
2658	2720	it is a glorious life that i lead url	0	0	0	not_hate	funny
2659	2721	i m greek and italian i don t consider myself to be white unless i m applying for a job being pulled over or in court of course	0	0	0	not_hate	funny
2660	2722	talent making people feel way more comfortable with me than they should be	0	0	0	not_hate	funny
2661	2723	i m my only liability	0	0	0	not_hate	funny
2662	2724	this picture best describes my maturity level url	0	0	0	not_hate	not_funny
2663	2725	when you re on your way to a dick appointment url	0	0	0	not_hate	funny
2664	2726	people don t scare me my inability to be scared by people sometimes does tho	0	0	0	not_hate	funny
2665	2727	there s an application an interview it s a whole process url	0	0	0	not_hate	funny
2666	2728	and have final say over all applicants	0	0	0	not_hate	not_funny
2667	2729	idk thems the rules i don t make them i just spread awareness url	0	0	0	not_hate	funny
2668	2730	who wore it better url	0	0	0	not_hate	funny
2669	2731	loooooooooooool i don t date sweetheart just dick appointments url	0	0	0	not_hate	funny
2670	2732	you first url	0	0	0	not_hate	funny
2671	2733	when life gives you lemons just remember nobody gives a fuck keep that shit to yourself	0	0	0	implicit_hate	funny
2672	2734	stop controlling me url	0	0	0	not_hate	funny
2673	2735	neverrrrrrrrrrr url	0	0	0	not_hate	funny
2674	2736	i change the words from welcome to my house to welcome to my mouth and sing it in my head when i m eating pussy	0	0	0	implicit_hate	funny
2675	2737	do what url	0	0	0	not_hate	funny
2676	2738	right it s really all i live for url	0	0	0	not_hate	funny
2677	2739	i like to fuck meme makers and never talk to them again just so i can see the angry sub posts i m an asshole like that	0	0	0	not_hate	funny
2678	2740	how i take std tests url	0	0	0	not_hate	funny
2679	2741	i put the age in savage cause i m old af	0	0	0	implicit_hate	funny
2680	2742	if you don t love and hate me at the same time then we probably aren t really friends	0	0	0	not_hate	funny
2681	2743	i thought my penis made me me but whatev url	0	0	0	not_hate	funny
2682	2744	aw i owe you a mustache ride url	0	0	0	not_hate	funny
2683	2745	friend do you have any plans this weekend me url	0	0	0	not_hate	funny
2684	2746	if your in a good relationship it s probably cause you re both ugly	0	0	0	not_hate	funny
2685	2747	when he promised you he was gonna fuck the shit out of you but can t even make it to round two url	0	0	0	not_hate	funny
2686	2748	my favorite thing to hear is too deep too deep right before i go deeper	0	0	0	not_hate	funny
2687	2749	i ll only break your heart to make you stronger as a person lmao you should thank me really	0	0	0	not_hate	funny
2688	2750	co worker how was your weekend me url	0	0	0	not_hate	funny
2689	2751	how real friends greet each other url	0	0	0	not_hate	funny
2690	2752	i won t be satisfied until i m so famous that i can t go out in public cause at least then i ll have a good excuse not to go out	0	0	0	not_hate	funny
2691	2753	her you usually wear condoms tho right me url	0	0	0	not_hate	funny
2692	2754	i like to go to aa to remind myself that i m not a real alcoholic and how great my life really is	0	0	0	not_hate	funny
2693	2755	when someone brings a screaming kid into a restaurant and acts like nothing is happening url	0	0	0	not_hate	funny
2694	2756	i dont dm anyone but feel free to dm me url	0	0	0	not_hate	funny
2695	2757	when i come across random men s accounts that have me blocked url	0	0	0	not_hate	funny
2696	2758	i guess so oh well url	0	0	0	not_hate	funny
2697	2759	when your ride for work came early but you weren t done stalkin all of bae s social media pages url	0	0	0	not_hate	funny
2698	2760	i don t go on dates i make dick appointments	0	0	0	not_hate	funny
2699	2761	when i see someone i can t stand and get stuck talking to them url	0	0	0	not_hate	funny
2700	2762	when someone says they re unfollowing for what i post on my fucking page foh url	0	0	0	not_hate	funny
2701	2763	when a fart slips out in front of your fella for the first time url	0	0	0	not_hate	funny
2702	2764	when your friend offers to help spice up your relationship out of the blue url	0	0	0	not_hate	funny
2703	2765	shoutout to everyone that uses ur instead of your or you re cause you re too stupid to know the difference	0	0	0	not_hate	funny
2704	2766	when you get to your friends place after the bar and they have no alcohol url	0	0	0	not_hate	funny
2705	2767	when you re about to leave the bar with a booger but you re just not quite drunk enough to not care url	0	0	0	not_hate	funny
2706	2768	hi	0	0	0	not_hate	not_funny
2707	2769	watch my snap story tonight it will be all over it url	0	0	0	not_hate	funny
2708	2770	this is the most important sign i ve ever seen in my life url	0	0	0	not_hate	funny
2709	2771	when you unfollow someone and they dm you to ask you why url	0	0	0	not_hate	funny
2710	2772	when people tell me i should settle down get married and have kids url	0	0	0	not_hate	funny
2711	2773	me trying to flirt url	0	0	0	not_hate	funny
2712	2775	url	0	0	0	not_hate	not_funny
2713	2776	when your best friend tries to go out of town without you url	0	0	0	not_hate	funny
2714	2777	url	0	0	0	not_hate	not_funny
2715	2778	if i can get your mouth pregnant i m down url	0	0	0	implicit_hate	funny
2716	2779	when i m fuckin and her husband walks in the front door url	0	0	0	implicit_hate	funny
2717	2780	if you find me funny it s only because you have serious issues and that shit is hot af to me	0	0	0	not_hate	funny
2718	2781	when you cut her off and the dick is bomb url	0	0	0	implicit_hate	funny
2719	2782	pro tip gray board shorts show a dick print just as good as gray sweats	0	0	0	not_hate	funny
2720	2783	it must be amazing to be me	0	0	0	not_hate	funny
2721	2784	only i could get kicked out of a club for just being	0	0	0	not_hate	funny
2722	2785	oh haiiiiiii	0	0	0	not_hate	funny
2723	2786	when you send a dick pic and get no response url	0	0	0	not_hate	funny
2724	2787	when you re at your ugly friends bachelorette party and you can t even get a text back url	0	0	0	not_hate	funny
2725	2788	no one gives less fucks than a grown man using a selfie stick in public	0	0	0	implicit_hate	funny
2726	2789	waking up seeing drunk texts you sent from the night before url	0	0	0	not_hate	funny
2727	2790	i started stroking it instead url	0	0	0	not_hate	funny
2728	2791	your the second one to say that but i still have it and can see it url	0	0	0	not_hate	funny
2729	2792	when i look at the shit that i post url	0	0	0	not_hate	funny
2730	2793	the keyboard gangster starter pack url	0	0	0	not_hate	not_funny
2731	2794	i d make an acceptation for you url	0	0	0	not_hate	funny
2732	2795	when someone ugly slides in your dm naked url	0	0	0	not_hate	funny
2733	2797	can i serve you dinner	0	0	0	not_hate	funny
2734	2798	when you wake in a randoms bed with no recollection of who she is or how you got there url	0	0	0	not_hate	funny
2735	2799	i like to play a game called what idiots that i can t stand is fb gonna suggest i friend today	0	0	0	not_hate	funny
2736	2800	when your friend moves away to be with someone url	0	0	0	not_hate	funny
2737	2801	friend how s life treating you me url	0	0	0	not_hate	funny
2738	2802	when your friend won t stop talking about their ex url	0	0	0	not_hate	funny
2739	2803	i assert my dominance like a cop doing the speed limit on the highway	0	0	0	not_hate	funny
2740	2804	when you re up till 5am but had to be to work by 8 30 url	0	0	0	not_hate	funny
2741	2805	when you wake up and she s gone url	0	0	0	not_hate	funny
2742	2806	i have actually asked why are you still here to a man s face before	0	0	0	not_hate	funny
2743	2807	stop confusing good sex with love that s childish	0	0	0	not_hate	funny
2744	2808	you down or nah url	0	0	0	not_hate	not_funny
2745	2809	gross i don t date url	0	0	0	not_hate	funny
2746	2810	that s you tryna see me url	0	0	0	not_hate	funny
2747	2811	people that hate on you that you ve done nothing to and don t know you are just jealous of you embrace it you re doing something right	0	0	0	not_hate	funny
2748	2812	her what should i call you me url	0	0	0	not_hate	funny
2749	2813	i don t need anyone on my dick i stay on my own dick	0	0	0	implicit_hate	funny
2750	2814	i thought i saw a dead dog on the side of the road and was about to lose it but then i realized it was just a cat	0	0	0	implicit_hate	funny
2751	2815	beer wine or liquor is the toughest decision i have to make everyday	0	0	0	not_hate	funny
2752	2816	watching kids grow up is fun when they re not yours	0	0	0	not_hate	funny
2753	2817	people why are you so fucking mean me url	0	0	0	not_hate	funny
2754	2818	i don t really have feelings but i m so good at faking it	0	0	0	not_hate	funny
2755	2819	when the gangbang goes horribly wrong url	0	0	0	not_hate	funny
2756	2820	i ll show you mine if you show me yours	0	0	0	not_hate	not_funny
2757	2821	my favorite dm is the one i have between both my accounts it s where i people to block them and i send myself dick pics	0	0	0	not_hate	funny
2758	2822	when she thinks she won the argument but you tell her hold tf up then flip the whole thing on her ass url	0	0	0	not_hate	funny
2759	2823	ffs you re such a loser url	0	0	0	not_hate	funny
2760	2824	when your wingman gets bunned up and leaves you to fend for yourself url	0	0	0	not_hate	funny
2761	2825	i m confident cause i ve earned the right to be don t confuse that with arrogance	0	0	0	not_hate	funny
2762	2826	headed to atlanta to fuck me a panda panda panda panda	0	0	0	implicit_hate	funny
2763	2827	me whenever anyone compliments me url	0	0	0	not_hate	funny
2764	2828	friend do you wanna drink today me url	0	0	0	not_hate	funny
2765	2829	i like people that don t say hi when they walk by those are my kind of people	0	0	0	not_hate	funny
2766	2830	waking up today like url	0	0	0	not_hate	funny
2767	2831	if you think you don t have a gag reflex let me prove that you do	0	0	0	not_hate	funny
2768	2832	if you don t have haters you re doing somethin wrong i got haters stalkers and people that just plain don t like me luh u hoes	0	0	0	not_hate	funny
2769	2833	this is my most accurate understanding of religion url	0	0	0	not_hate	funny
2770	2834	friend you really need to chill on the drinking and sleeping around me url	0	0	0	not_hate	funny
2771	2835	too bad you can t get abs from laughing at all the memes you steal i d have a six pack by now	0	0	0	not_hate	funny
2772	2836	is my because he gave me a dirty shout out on instagram	0	0	0	not_hate	funny
2773	2837	guy or girl	0	0	0	not_hate	not_funny
2774	2838	when someone leaves a dumb comment url	0	0	0	not_hate	funny
2775	2839	when you realize you re a mass murderer url	0	0	0	not_hate	funny
2776	2840	don t tell me you have a pool of that shit ain t in the ground	0	0	0	implicit_hate	funny
2777	2841	when all your friends are good people and you wonder why they like you for the piece of shit you are	0	0	0	not_hate	funny
2778	2842	i try url	0	0	0	not_hate	funny
2779	2843	i think it s fair to say that my cock and attitude have let me breeze through quite an amazing life	0	0	0	not_hate	funny
2780	2844	i don t usually do this url	0	0	0	not_hate	funny
2781	2845	i m not like most girls url	0	0	0	not_hate	funny
2782	2846	pro tip all girls like being told they re good girls	0	0	0	not_hate	funny
2783	2847	life hack if your dick game is strong you can get away with anything	0	0	0	implicit_hate	funny
2784	2850	when it s time to switch up your roster url	0	0	0	not_hate	funny
2785	2851	my head game is strong af but my head games are even stronger	0	0	0	not_hate	funny
2786	2852	message me i ll show you url	0	0	0	not_hate	funny
2787	2853	somebody better be fucking dead me sitting in traffic	0	0	0	implicit_hate	funny
2788	2854	they re replaceable your time is not	0	0	0	implicit_hate	funny
2789	2855	when you re dropping subtle hints that you need to be eaten out url	0	0	0	not_hate	funny
2790	2857	when someone with stank breath tries talking to you url	0	0	0	not_hate	funny
2791	2858	when you wake up and your mouth is drier than the sahara desert url	0	0	0	implicit_hate	funny
2792	2859	it s never personal with me cause i wouldn t ever care that much	0	0	0	not_hate	funny
2793	2860	lol when you have two girlfriends url	0	0	0	not_hate	funny
2794	2861	these donald trump supporters are out of control url	0	0	0	not_hate	not_funny
2795	2862	her i have a man me url	0	0	0	not_hate	funny
2796	2863	if your dick game is strong she ll let you get away with anything as long as you re honest with her	0	0	0	implicit_hate	funny
2797	2864	i ve decided to just live off of these url	0	0	0	not_hate	funny
2798	2865	when he tells you be a good girl and cum for daddy url	0	0	0	not_hate	funny
2799	2866	merica url	0	0	0	not_hate	not_funny
2800	2867	it s pathetic tbh url	0	0	0	not_hate	funny
2801	2868	i feel like post birth abortion should be a thing	0	0	0	not_hate	funny
2802	2869	it must suck to not be me	0	0	0	not_hate	not_funny
2803	2870	fuck tittie tuesday let s make twiddling twat tuesday a thing	0	0	0	implicit_hate	funny
2804	2871	when you re trying to enjoy a nice date but your boyfriend won t stop texting you and interrupting it url	0	0	0	not_hate	funny
2805	2872	there s no greater satisfaction than knowing you did it yourself me when someone asks me for help	0	0	0	not_hate	funny
2806	2873	co worker happy hump day me url	0	0	0	not_hate	funny
2807	2874	what really happens when you send her a dick pic url	0	0	0	not_hate	funny
2808	2875	when all your friends are out hoe in and you re stuck at home in a shitty relationship url	0	0	0	not_hate	funny
2809	2876	when you lose the shoot out so you start a new one url	0	0	0	not_hate	funny
2810	2877	when you re having a conversation with someone not listening and just don t care url	0	0	0	not_hate	funny
2811	2878	friend any plans for the weekend me url	0	0	0	not_hate	funny
2812	2879	people that know i m blacked out drunk and still continue to text me are the real mvp	0	0	0	not_hate	funny
